section,finding_id,severity,category,title,location,evidence,impact,fix,attack,defense,verdict,justification,flagged_critical,source_count
S13,S13-F19,P1,PLATFORM_DEPENDENCY_FORGOTTEN_PREREQUISITE,A Windows learner can be blocked from performing a mandatory safety audit by tooling the course never established portably.,S13-T3-B final paragraph,A gate-level portfolio audit instructs the learner to use grep. S01 did not leave shell portability safe to inherit; grep is not a guaranteed default command on Windows.,A Windows learner can be blocked from performing a mandatory safety audit by tooling the course never established portably.,Provide a Python stdlib repository scan as the canonical cross-platform mechanism; optionally mention grep as a Unix convenience.,,,,,False,1
S13,S13-F20,P1,SOURCE_RENDERER_CONTENT_FAILURE,"The most important decision policy loses row/column structure in the rendered lesson, raising comparison load and making exact boundary rule…",S13-T3-B decision matrix,"The decision table is authored as twelve separate paragraph strings containing Markdown table rows. SectionView joins theory paragraphs with blank lines. RichText.parseBlocks supports paragraphs/lists/code/callouts but no table parsing; therefore the central matrix is parsed as literal pipe-delimited paragraphs, not a table.","The most important decision policy loses row/column structure in the rendered lesson, raising comparison load and making exact boundary rules harder to scan or access semantically.",Represent the matrix with a renderer-supported structure (ordered list or dedicated table component) or add tested Markdown-table support to RichText.,,,,,False,1
S13,S13-F21,P1,DEPENDENCIA_FUERA_DE_LECCION,A learner can finish all S13 theory code yet still have no learner-visible path from those dictionaries to the dashboard/map artifact that t…,S13-T4-A dashboard/map scaffold,"The theory promises an auditable dashboard/map scaffold but dashboard_scaffold.py only builds three dictionaries and prints rows; it creates no HTML/UI/map. A standalone FamiliarityDashboard component exists in the app, but the S13 lesson neither embeds nor links to that #familiarity view, and the normal SectionView does not mount it.",A learner can finish all S13 theory code yet still have no learner-visible path from those dictionaries to the dashboard/map artifact that the outcome and gate require.,Provide/teach a minimal static scaffold artifact in the lesson or explicitly link/embed the supplied dashboard template and show how the S13 case schema feeds it.,,,,,False,1
S13,S13-F23,P1,ROADMAP_GATE_CONTRADICTION,A learner can satisfy S13's stated CF-1 and be told the level closes while missing mandatory artifacts required by the curriculum authority.,reference p4-p5 + S13-T4-B,"S13 repeatedly defines CF-1 as privacy sheet + demo + runbook/access. The authoritative roadmap defines CF-1 as stakeholders, jobs-to-be-done, success metrics, constraints/no-go, contracts and base demo, with owner/reviewer and complete traceability; checkpoint records version/revision, date, paths/hashes, commands, results and issues.",A learner can satisfy S13's stated CF-1 and be told the level closes while missing mandatory artifacts required by the curriculum authority.,Replace S13's local CF-1 checklist with the authoritative CF-1 schema and show one complete synthetic manifest row.,,,,,False,1
S13,S13-F24,P1,CLOSURE_EVIDENCE_GAP,The learner can self-attest thirteen text lines instead of executing the regression evidence required for promotion.,S13-T4-B p3 + ops_cf1.py,"S13 reduces level regression to re-running 'critical checks' from LEVEL1_REGRESSION_MATRIX and noting pass/fail; ops_cf1.py only prints 'S01-S13 checklist required'. Roadmap requires critical tests of all three capstones, E2E integration, a recovery item per previous topic and privacy/security controls with explicit gate evidence.",The learner can self-attest thirteen text lines instead of executing the regression evidence required for promotion.,"Teach an executable regression manifest/harness that records command, exit/result, evidence path/hash and criticality for each required capstone/E2E/privacy/security check.",,,,,False,1
S13,S13-F25,P1,REPRODUCIBILITY_OVERCLAIM,"The learner is instructed to demonstrate a command whose module is neither built nor supplied by the theory, so the promised reproducible ga…",S13-T4-B p2 + ops_cf1.py,"The lesson requires one-command clean-machine reproduction with 'python -m demo_n1_dashboard --synthetic', but theory only prints that string and repository code search did not find a demo_n1_dashboard module on main.","The learner is instructed to demonstrate a command whose module is neither built nor supplied by the theory, so the promised reproducible gate can fail immediately with module-not-found.","Provide the module/template as an explicit learner artifact or teach how to create it from the completed pipeline, then run the exact command as verification instead of printing it.",,,,,False,1
S13,S13-F01,P2,PERSISTENT_WIDOW_TERM_CLUSTER,"A learner can follow the local sentence yet not know whether a label names a metric, project checkpoint, course-internal gate, interface art…",metadata/opening/reference/T3/T4,"ER, CP-N1-C, CF-1, gate, scaffold, runbook, egress and cola clerical recur as compact labels; several are expanded only after they already carry instructional weight.","A learner can follow the local sentence yet not know whether a label names a metric, project checkpoint, course-internal gate, interface artifact or operational procedure.",Use Spanish head terms first and expand each internal acronym/ID once at first use; keep the short label only afterward.,,,,,False,1
S13,S13-F08,P2,THRESHOLD_POLICY_DRIFT,"Scores in [0.7,0.8) have two incompatible operational policies depending on which subsection the learner follows.",S13-T1-B p2 vs S13-T3-B,"T1-B defines the clerical band as [0.4, 0.7], while T3-B routes every score from 0.4 up to but not including 0.8 to needs_review.","Scores in [0.7,0.8) have two incompatible operational policies depending on which subsection the learner follows.",Choose one review band and reuse the same named thresholds everywhere.,,,,,False,1
S13,S13-F10,P2,METRIC_UNDEFINED_STATE_HIDDEN,A reviewer can interpret lack of evaluable positives as genuine model performance of 0.0 and miss that the evaluation set/prediction policy…,S13-T1-B pr_metrics.py,"When TP+FP or TP+FN is zero, the helper returns 0.0 without distinguishing 'metric is undefined because denominator is zero' from a measured precision/recall of zero.",A reviewer can interpret lack of evaluable positives as genuine model performance of 0.0 and miss that the evaluation set/prediction policy is degenerate.,Return/print an explicit undefined marker or status alongside the metric when the denominator is zero.,,,,,False,1
S13,S13-F14,P2,ROADMAP_COVERAGE_GAP,The learner reaches the capstone without a canonical treatment of two roadmap-required relationship signals or their missing/normalization s…,S13-T2-A,"Roadmap T2 calls for shared email/phone/address plus distance/surnames. Theory's canonical relationship implementation demonstrates phone, geo and name-token overlap only; email/address are not integrated into the taught score/evidence model.",The learner reaches the capstone without a canonical treatment of two roadmap-required relationship signals or their missing/normalization semantics.,"Add one compact signal registry/example that includes email and address availability/normalization, even if their N1 weight is zero or they remain explanatory evidence.",,,,,False,1
S13,S13-F22,P2,PRIVACY_TRANSFER_MISCONCEPTION_RISK,The learner can transfer the synthetic-display technique to real cases and interpret masked names as anonymized/safe-to-share data.,S13-T4-A p2 + pseudonymize,"The synthetic demo replaces every name token with first initial + *** and calls this pseudonymization, but it does not state that initials combined with city/map/other quasi-identifiers may remain linkable in real data.",The learner can transfer the synthetic-display technique to real cases and interpret masked names as anonymized/safe-to-share data.,Add one sentence: display masking/pseudonymization reduces direct exposure but does not anonymize real records; real-data release requires separate privacy assessment/minimization.,,,,,False,1
S13,S13-F26,P2,PRIVACY_SHEET_PROSE_CODE_GAP,A learner can present a few labels as a privacy control without specifying retention or what each role may actually see/do.,S13-T4-B p1 + privacy_sheet,"Prose says the sheet fixes local retention, viewer/reviewer access and what leaves the environment. Code records data_class, pii_real, egress label and role names, but no retention period/rule, no permission matrix and no evidence behind the self-assertion pii_real=False.",A learner can present a few labels as a privacy control without specifying retention or what each role may actually see/do.,"Add retention, field-level/operation-level access notes, egress fields and evidence/source showing the fixture is synthetic.",,,,,False,1
S13,S13-F27,P2,INCIDENT_PLAYBOOK_OVERGENERALIZED,"The learner can apply a rote three-word response without identifying what leaked, where it propagated, whether credentials remain active, or…",S13-T4-B p2 + incident_actions,"The same trigger 'token_or_name_in_log' always produces rotate_secret, redact_logs, postmortem. Secret exposure and personal-data exposure have different first containment/evidence/notification questions; rotating a secret does not remediate a leaked name.","The learner can apply a rote three-word response without identifying what leaked, where it propagated, whether credentials remain active, or what privacy containment is needed.",Split secret_leak and pii_log_leak branches with causal actions; define postmortem in plain language and record affected logs/scope before claiming closure.,,,,,False,1
S14,S14-F02,P1,FALSE_MENTAL_MODEL_MIXED_DTYPE,"Debido a este problema, un alumno razonable puede formar la regla falsa 'mezclar tipos hace que ndarray deje de ser homogéneo o NumPy vuelva…",opening p2,La analogía dice que si mezclas textos y números 'se pierde la ventaja y vuelves a contar monedas'. NumPy intenta encontrar un dtype común: por ejemplo int+float puede convertirse a float y seguir operando vectorizadamente; int+texto puede convertirse a Unicode; mezclas con None pueden terminar en object y perder muchas ventajas numéricas.,"Debido a este problema, un alumno razonable puede formar la regla falsa 'mezclar tipos hace que ndarray deje de ser homogéneo o NumPy vuelva automáticamente a un loop Python'.","Explicar coerción a dtype común y distinguir dtype numérico común de string/object, donde operaciones numéricas pueden cambiar o dejar de estar disponibles.",,,,,False,1
S14,S14-F03,P1,FALSE_MENTAL_MODEL_SHAPE_ERRORS,"Debido a este problema, un alumno razonable puede confiar en que una operación sin ValueError tiene la alineación de negocio correcta y publ…",opening p3 + S14-T2-B,"La apertura afirma que 'casi todo error de NumPy es un desacuerdo entre formas' y que 'ese desacuerdo se detecta al instante'. T2-B reconoce después que shapes compatibles pueden broadcastar de forma semánticamente equivocada. NumPy solo valida compatibilidad sintáctica de broadcasting, no la intención del eje.","Debido a este problema, un alumno razonable puede confiar en que una operación sin ValueError tiene la alineación de negocio correcta y publicar una métrica calculada contra el eje equivocado.","Reformular: muchos errores son de forma; incompatibilidad puede fallar ruidosamente, pero una compatibilidad válida también puede ser semánticamente incorrecta, por lo que hay que validar significado y shape esperado.",,,,,False,1
S14,S14-F05,P1,ASSERT_POLICY_CONTRADICTION,"Debido a este problema, un alumno razonable puede implementar validación de inputs con assert después de que la misma lección explicó por qu…",S14-T1-A p2 + T1-A callout + S14-T2-B p3,T1-A dice explícitamente 'No uses assert para esto' al validar input externo porque -O elimina asserts. El callout inmediatamente permite documentar dtype/shape '(o asertarlos)' y T2-B vuelve a ordenar 'aserta la compatibilidad' si el batch cambia.,"Debido a este problema, un alumno razonable puede implementar validación de inputs con assert después de que la misma lección explicó por qué esa validación desaparece con python -O.",Reservar assert para invariantes internas; usar if + ValueError/TypeError para contratos de entrada en callout y T2-B.,,,,,False,1
S14,S14-F07,P1,PROSE_CALLOUT_TECHNICAL_CONTRADICTION,"Debido a este problema, un alumno razonable puede escribir el manejo/test para la excepción equivocada y no entender por qué el caso real no…",S14-T1-B p2 + callout,El párrafo dice correctamente que una máscara desalineada lanza IndexError; el callout dice 'de lo contrario ValueError'. NumPy documenta IndexError para shape booleano que no coincide con las dimensiones indexadas.,"Debido a este problema, un alumno razonable puede escribir el manejo/test para la excepción equivocada y no entender por qué el caso real no entra en except ValueError.",Cambiar ValueError por IndexError en el callout y conservar un ejemplo mínimo que lo demuestre.,,,,,False,1
S14,S14-F13,P1,NAN_SEMANTICS_OVERGENERALIZATION,"Debido a este problema, un alumno puede clasificar automáticamente cualquier NaN como dato ausente y ocultar un error de cálculo que debía i…",S14-T3-B p3,La oración absoluta 'un NaN no es cero: es ausencia de medición' convierte una convención del fixture en semántica universal. NaN también puede surgir de operaciones inválidas o emplearse como sentinel; su significado depende del contrato de datos.,"Debido a este problema, un alumno puede clasificar automáticamente cualquier NaN como dato ausente y ocultar un error de cálculo que debía investigarse.","Decir: 'En este fixture usamos NaN para representar ausencia de medición; en otro pipeline debes verificar por qué apareció antes de decidir si omitirlo, rechazarlo o tratarlo como error.'",,,,,False,1
S14,S14-F14,P1,NUMERICAL_TOLERANCE_MISCONCEPTION,"Debido a este problema, un alumno puede escoger rtol/atol como múltiplos arbitrarios de eps y declarar equivalentes resultados que incumplen…",S14-T3-B p2,"El texto define correctamente finfo(float).eps como separación alrededor de 1.0, pero añade que esa escala 'es lo que necesitas para elegir la tolerancia de un allclose'. eps no determina por sí solo el error aceptable de un algoritmo ni la tolerancia de negocio; el espaciado cambia con la magnitud y el error acumulado depende de operaciones/condicionamiento.","Debido a este problema, un alumno puede escoger rtol/atol como múltiplos arbitrarios de eps y declarar equivalentes resultados que incumplen la precisión requerida o rechazar resultados correctos a otra escala.","Separar machine epsilon de error budget: eps ilustra resolución cerca de 1; rtol/atol se justifican con escala, algoritmo y tolerancia del dominio.",,,,,False,1
S14,S14-F16,P1,NONDETERMINISTIC_BENCHMARK_EXPECTED_OUTPUT,"Debido a este problema, un alumno puede ejecutar código correcto, obtener False y creer que falló; o puede publicar un único ratio favorable…",S14-T4-A p1-p3 + vec_vs_loop.py,La lección llama 'benchmark honesto' a una sola medición loop y una sola np.dot y fija output ratio_gt_1 True. Spot-check del mismo patrón mostró una primera corrida ~0.97 y corridas posteriores muy superiores a 1 por warm-up/ruido. La documentación de timeit recomienda repetir mediciones porque otros procesos y overhead afectan tiempos cortos.,"Debido a este problema, un alumno puede ejecutar código correcto, obtener False y creer que falló; o puede publicar un único ratio favorable como evidencia estable de rendimiento.","Hacer warm-up y varias repeticiones con timeit/perf_counter, reportar vector/resumen de tiempos y no convertir speedup>1 en output determinista ni criterio de corrección.",,,,,False,1
S14,S14-F17,P1,MEMORY_GUARD_AFTER_ALLOCATION,"Debido a este problema, un alumno puede creer que ha implementado un guard de memoria cuando en realidad comprueba el presupuesto después de…",S14-T4-B p1,"El presupuesto se expresa como pair.nbytes <= max_bytes, que solo puede consultarse después de materializar la matriz n×n. Con n grande, la asignación puede agotar RAM antes de que exista pair para comprobar nbytes.","Debido a este problema, un alumno puede creer que ha implementado un guard de memoria cuando en realidad comprueba el presupuesto después del posible OOM.",Calcular required_bytes = n*n*np.dtype(dtype).itemsize antes de construir pair; solo materializar si required_bytes <= max_bytes.,,,,,False,1
S14,S14-F18,P1,ALLCLOSE_SHAPE_CONTRACT_LOSS,"Debido a este problema, una implementación vectorizada puede devolver una forma equivocada y aun pasar el test de equivalencia numérica.",S14-T4-B p2-p3 + allclose_mem.py,"La sección trata shape como parte del contrato pero propone allclose como oráculo de equivalencia sin exigir shape igual. NumPy allclose aplica broadcasting, por lo que arrays de shapes diferentes pueden devolver True si sus valores broadcastados son cercanos.","Debido a este problema, una implementación vectorizada puede devolver una forma equivocada y aun pasar el test de equivalencia numérica.",Primero exigir a.shape == b.shape (y shape esperado); después aplicar assert_allclose a los valores.,,,,,False,1
S14,S14-F19,P1,ALLCLOSE_NONFINITE_POLICY_MISSING,"Debido a este problema, dos implementaciones semánticamente equivalentes respecto a faltantes pueden fallar, o un alumno puede activar equal…",S14-T3-B -> S14-T4-B,"T3-B admite NaN/inf como edge cases, pero T4-B no define cómo entran al contrato de equivalencia. allclose considera NaN distinto por defecto salvo equal_nan=True y trata inf por posición/signo. Usar equal_nan=True sin política también puede ocultar errores.","Debido a este problema, dos implementaciones semánticamente equivalentes respecto a faltantes pueden fallar, o un alumno puede activar equal_nan=True indiscriminadamente y declarar equivalentes NaNs que nacieron de causas distintas.",Comparar primero máscaras de no-finitos según política; luego comparar valores finitos. Usar equal_nan=True solo si el contrato declara que NaN en la misma posición representa el mismo estado.,,,,,False,1
S14,S14-F01,P2,AUDITABILITY_CAUSAL_OVERCLAIM,"Debido a este problema, un alumno razonable puede creer que convertir una métrica a NumPy la vuelve auditable aunque no conserve definición,…",jobRelevance,"La relevancia laboral cierra con 'Es la base para cualquier métrica de calidad de datos que un comité pueda auditar', atribuyendo auditabilidad al cómputo vectorizado. Vectorizar acelera/estructura cálculo numérico; la auditabilidad depende además de contrato, procedencia, versión, pruebas y explicación.","Debido a este problema, un alumno razonable puede creer que convertir una métrica a NumPy la vuelve auditable aunque no conserve definición, fuente, política de faltantes ni evidencia de validación.","Reemplazar la causalidad por: NumPy hace eficientes las métricas; contratos, provenance y tests hacen auditable su significado.",,,,,False,1
S14,S14-F04,P2,COGNITIVE_LOAD_FIRST_EXPOSURE,"Debido a este problema, un principiante puede memorizar una lista de atributos sin poder dibujar qué representa shape=(4,), distinguir dimen…",S14-T1-A p1,"El primer párrafo técnico introduce en una sola unidad ndarray, contiguous/strided, homogeneous, compiled ufunc, dtype, shape, ndim, itemsize y CP-N2-A antes de un worked representation de una dimensión y dos dimensiones.","Debido a este problema, un principiante puede memorizar una lista de atributos sin poder dibujar qué representa shape=(4,), distinguir dimensión de tamaño o explicar para qué sirve cada atributo.",Dividir el párrafo en representación concreta array→dtype→shape y relegar strided/itemsize/CP-N2-A a una segunda oración o referencia.,,,,,False,1
S14,S14-F06,P2,DTYPE_PRECISION_OVERGENERALIZATION,"Debido a este problema, un alumno puede creer que dtype=int garantiza resultados enteros al dividir o que object significa literalmente 'Num…",S14-T1-A p2,"El texto dice que dtype explícito evita sorpresas 'int vs float en divisiones' y presenta object como 'lento y no vectorizable'. La división verdadera de arrays enteros puede producir float, y object arrays pueden ejecutar algunas ufuncs/operaciones aunque frecuentemente deleguen en objetos Python y pierdan eficiencia/garantías numéricas.","Debido a este problema, un alumno puede creer que dtype=int garantiza resultados enteros al dividir o que object significa literalmente 'NumPy no puede vectorizar ninguna operación'.","Decir que dtype hace visible el contrato de almacenamiento y coerción, pero cada operación tiene reglas de promoción; object suele perder ventajas y seguridad numérica, no es una prohibición absoluta.",,,,,False,1
S14,S14-F08,P2,DETERMINISTIC_RULE_UNDERTAUGHT,"Debido a este problema, un alumno puede tratar copy/view como comportamiento incierto y añadir copias defensivas innecesarias o, al revés, a…",S14-T1-B p1/p3 + S14-T3-A p1,La lección dice que fancy indexing y máscaras 'suelen' copiar. La regla pedagógica útil y documentada por NumPy es más fuerte: advanced indexing (entero o booleano) devuelve copia; basic slicing devuelve view.,"Debido a este problema, un alumno puede tratar copy/view como comportamiento incierto y añadir copias defensivas innecesarias o, al revés, asumir sharing donde advanced indexing ya aisló los datos.",Enseñar primero la regla determinista basic slicing→view / advanced indexing→copy; dejar excepciones/operaciones que producen views por otras vías fuera del modelo inicial.,,,,,False,1
S14,S14-F09,P2,SEMANTIC_INVARIANT_UNCHECKED,"Debido a este problema, un alumno puede validar dtype y shape, recibir valores semánticamente inválidos y publicar una tasa imposible >1 cre…",S14-T2-A p3 + ufuncs_reduce.py,"Completitud se calcula con mean(flags) y el texto define flags como presencia 1/0, pero no enseña a validar el dominio binario. Un array [1,2] produce una 'completitud' 1.5 sin error de dtype/shape.","Debido a este problema, un alumno puede validar dtype y shape, recibir valores semánticamente inválidos y publicar una tasa imposible >1 creyendo que el contrato del ndarray bastaba.","Añadir un invariante simple antes de la reducción: valores permitidos {0,1} o bool; entrada fuera del dominio → ValueError.",,,,,False,1
S14,S14-F10,P2,EMPTY_BATCH_POLICY_MISSING,"Debido a este problema, un alumno puede sufrir ZeroDivisionError en un lote vacío o inventar un valor que altera el significado de la métric…",S14-T2-A p3,La fórmula de unicidad np.unique(ids).size / ids.size no define el caso ids.size==0; el cálculo divide por cero. Una métrica de data quality necesita distinguir lote vacío de unicidad 0 o 1.,"Debido a este problema, un alumno puede sufrir ZeroDivisionError en un lote vacío o inventar un valor que altera el significado de la métrica.","Definir política explícita para lote vacío (por ejemplo, devolver None/estado empty_batch o rechazarlo antes de calcular).",,,,,False,1
S14,S14-F11,P2,DANGEROUS_CASE_NOT_DEMONSTRATED,"Debido a este problema, un alumno puede reconocer un ValueError de broadcasting pero no detectar el caso más peligroso señalado por la propi…",S14-T2-B p1-p3 + broadcast.py,"El texto advierte que una alineación silenciosa puede ser peor que ValueError, pero el único worked code muestra un broadcast correcto y otro incompatible que falla. No muestra dos shapes técnicamente compatibles que correspondan a ejes distintos y produzcan un resultado válido pero equivocado.","Debido a este problema, un alumno puede reconocer un ValueError de broadcasting pero no detectar el caso más peligroso señalado por la propia lección: el cálculo que corre y está mal alineado.","Añadir un microejemplo (2,3)+(3,) frente a (2,3)+(2,1), ambos válidos pero con semántica columna vs fila distinta, y exigir shape esperado por contrato.",,,,,False,1
S14,S14-F12,P2,MECHANISM_MISLABEL,"Debido a este problema, un alumno puede confundir dos mecanismos diferentes y buscar una llamada reshape inexistente para explicar una trans…",broadcast.py,"El código usa np.array([0.5])[:, None] y comenta '(1,1) vía reshape'. `None`/newaxis inserta un eje mediante indexación; no se llamó reshape. El mismo subtema está enseñando newaxis como mecanismo nuevo.","Debido a este problema, un alumno puede confundir dos mecanismos diferentes y buscar una llamada reshape inexistente para explicar una transformación hecha por newaxis.","Cambiar el comentario a '(1,1) insertando un eje con None/newaxis'.",,,,,False,1
S14,S14-F15,P2,ALL_INVALID_REDUCTION_POLICY_MISSING,"Debido a este problema, un lote completamente inválido puede convertirse silenciosamente en una métrica nan y continuar por el pipeline sin…",S14-T3-B p3 + nan_inf.py,La receta finite=x[np.isfinite(x)]; mean(finite) no define qué ocurre si no queda ningún valor finito. NumPy devuelve nan con warning para una media vacía en vez de producir el rechazo explícito que la prosa fail-closed sugiere.,"Debido a este problema, un lote completamente inválido puede convertirse silenciosamente en una métrica nan y continuar por el pipeline sin un estado de error distinguible.","Antes de mean, si finite.size==0 devolver/rechazar con estado no_valid_measurements y reportar tasa no-finita=1.0.",,,,,False,1
S14,S14-F20,P2,TOLERANCE_CARGO_CULT_RISK,"Debido a este problema, un alumno puede copiar 1e-8 o 1e-6 como constantes rituales sin relacionarlas con escala, algoritmo o error permitid…",S14-T4-B p2-p3 + allclose_mem.py,"La teoría dice elegir rtol/atol según la métrica, pero los ejemplos usan 1e-7/1e-9/1e-6 sin explicar de dónde salen. NumPy advierte que atol por defecto/elección puede ser inapropiado para valores pequeños y define la comparación respecto a una referencia.","Debido a este problema, un alumno puede copiar 1e-8 o 1e-6 como constantes rituales sin relacionarlas con escala, algoritmo o error permitido por el negocio.",Añadir un ejemplo causal: definir primero el máximo error aceptable de la métrica y derivar/justificar atol/rtol para ese rango; mostrar un caso que pasa y uno que falla por ese umbral.,,,,,False,1
S14,S14-F21,P2,DELAYED_DEFINITION_WIDOW_TERM_CLUSTER,"Debido a este problema, un alumno razonable puede seguir sintaxis local pero no saber qué compara el baseline, qué entrega CP-N2-A o qué sig…",tagline + T1-A + T2-A/T2-B,`baseline` aparece en el tagline antes de definirse al final de T4-B; `CP-N2-A` se usa como si el learner supiera qué artefacto nombra; `strided` aparece en la primera definición de ndarray sin microdefinición; `rebroadcast` aparece antes de una explicación causal completa.,"Debido a este problema, un alumno razonable puede seguir sintaxis local pero no saber qué compara el baseline, qué entrega CP-N2-A o qué significa que un array sea strided, obligándolo a aportar conocimiento externo.",Definir baseline en primera aparición como versión de referencia; expandir CP-N2-A una vez; omitir strided del primer modelo o definirlo brevemente; usar 'volver a aplicar broadcasting' antes de rebroadcast.,,,,,False,1
S14,S14-U01,UNSPEC,,¿La web actualmente desplegada sigue mostrando 18h para S14 mientras main declara estimatedHours=9?,,"El snapshot público recuperable muestra 18h; main actual muestra 9. El snapshot web está cacheado/crawled, por lo que hace falta un render actual para convertirlo en finding.",,,,,UNRESOLVED_LIVE_SOURCE_PARITY,,False,1
S14,S14-U02,UNSPEC,,¿Debe la plataforma bloquear S14 hasta reparar el gate N1 de S13?,,Roadmap declara prerequisite Nivel 1; S13 quedó REPAIR_REQUIRED. Esta auditoría lesson-only no infiere comportamiento de gating fuera de la lección.,,,,,UPSTREAM_GATE_RISK,,False,1
S14,,UNSPEC,three_most_likely_failure_causes,Shape/broadcast mental model: compatibility is conflated with correctness and the dangerous valid-but-wrong case is not worked.,,,,,,,,,False,1
S14,,UNSPEC,three_most_likely_failure_causes,"Numerical evidence contract: eps, allclose, NaN and tolerances are individually named but not assembled into a safe equivalence policy.",,,,,,,,,False,1
S14,,UNSPEC,three_most_likely_failure_causes,Measurement-as-evidence: a one-shot benchmark and post-allocation memory check teach assertions about performance/resources after the point where evidence was needed.,,,,,,,,,False,1
S15,S15-F01,P1,INDEX_CONCAT_FALSE_MENTAL_MODEL,Learner can expect row concat to reconcile duplicate business labels and silently build wrong reconciliation logic.,opening p2,Opening says Series concatenated by rows align by Index. pd.concat(axis=0) stacks along the index axis and can preserve duplicate labels; it does not reconcile labels like Series arithmetic.,Learner can expect row concat to reconcile duplicate business labels and silently build wrong reconciliation logic.,"Separate Series arithmetic alignment, concat(axis=0) stacking and concat(axis=1) alignment.",,,,,False,2
S15,S15-F02,P1,BUSINESS_IDENTITY_INDEX_CONFLATION,Learner can treat repeated client ids in a transaction table as invalid duplicate rows or lose the true transaction row identity.,LO1 + T1-A,"cliente_id is promoted as stable business Index while the gate covers transactions, where client ids legitimately repeat. pandas Index labels need not be unique.",Learner can treat repeated client ids in a transaction table as invalid duplicate rows or lose the true transaction row identity.,Use cliente_id as Index only for one-row-per-client data; transactions keep transaction_id or RangeIndex and cliente_id as a column.,,,,,False,2
S15,S15-F04,P1,PANDAS3_OBJECT_DTYPE_CAUSAL_OVERCLAIM,Learner can diagnose object dtype as proof of source corruption or assume every mixed-looking column must become object.,reference + T1-B + T3-A,Lesson says mixing a number and a name becomes object and seeing object in expected text means source mixed types. object can be explicitly requested or contain arbitrary Python objects; mixed CSV inference is parser/chunk dependent.,Learner can diagnose object dtype as proof of source corruption or assume every mixed-looking column must become object.,"Teach object as a generic Python-object container; diagnose mixed inference from values/parser warnings and declared contract, not dtype alone.",,,,,False,2
S15,S15-F05,P1,GATE_MECHANISM_NOT_IMPLEMENTED,Printing a row count can be mistaken for reconciliation while missing/extra rows or columns pass.,LO2 + T1-B read_csv_opts.py,Gate requires row/column reconciliation; theory only prints len(df)=2 and never compares expected_rows or required_columns.,Printing a row count can be mistaken for reconciliation while missing/extra rows or columns pass.,"Compare observed vs expected rows and required columns immediately after parsing, with explicit failure evidence.",,,,,False,2
S15,S15-F06,P1,PANDAS3_CHAINED_ASSIGNMENT_OUTDATED_WARNING,Learner on target version can look for a warning that no longer exists and infer the pattern is safe when it is absent.,LO4 + T2-A/T2-B callouts,Target is pandas 3 but lesson repeatedly frames the issue as SettingWithCopy/SettingWithCopyWarning. pandas 3 removed that warning; chained assignment never updates parent under CoW and emits ChainedAssignmentError as a warning.,Learner on target version can look for a warning that no longer exists and infer the pattern is safe when it is absent.,Use pandas-3 CoW/ChainedAssignmentError terminology and one-step .loc assignment.,,,,,False,2
S15,S15-F09,P1,SCHEMA_DECLARED_BUT_NOT_APPLIED,Adding a schema entry changes nothing while learner believes schema drives behavior.,T3-B schema_coerce.py,schema dict is created but never iterated or used; conversions are hardcoded separately.,Adding a schema entry changes nothing while learner believes schema drives behavior.,"Implement apply_schema that checks required columns and applies every schema entry, returning (df, report).",,,,,False,2
S15,S15-F10,P1,ROADMAP_COVERAGE_GAP_PARQUET,"Learner can claim Parquet competence without exercising engine dependency, Parquet bytes or round-trip type preservation.",LO7 + T4-A,"Roadmap requires CSV/Parquet/Excel, but theory never writes/reads Parquet and substitutes a dtype dict named parquet_contract.","Learner can claim Parquet competence without exercising engine dependency, Parquet bytes or round-trip type preservation.","Add a real optional Parquet round-trip with pyarrow/fastparquet; if unavailable, mark that gate not run rather than treating CSV+schema as equivalent.",,,,,False,2
S15,S15-F11,P1,PROVENANCE_OVERCLAIM,Reviewer cannot reconstruct what exact input bytes/config produced an output; different inputs/settings can share the same output provenance…,T4-B manifest,"Manifest source is only synthetic_clientes_v1 and content_sha256 hashes output CSV, not input source bytes or parser/schema configuration.",Reviewer cannot reconstruct what exact input bytes/config produced an output; different inputs/settings can share the same output provenance record.,"Record input source/path, full input SHA-256, parser/schema version/options, coercion report, then output path/hash/shape separately.",,,,,False,2
S15,S15-F14,P1,PUSHDOWN_MECHANISM_FALSE_CLAIM,Learner can believe choosing Parquet automatically avoids reading unused columns/row groups regardless of read API/query plan.,extra T4-B columnar p2-p3,"Projection pushdown is described as not something you activate, merely a consequence of layout; filter pruning is similarly presented. Layout enables skipping, but the reader/query engine must request columns/predicates and exploit metadata.",Learner can believe choosing Parquet automatically avoids reading unused columns/row groups regardless of read API/query plan.,Say Parquet enables pushdown; reader/engine must receive selected columns/filter and use metadata. Demonstrate with a real columns/filter read when engine exists.,,,,,False,2
S15,S15-F17,P1,JOIN_ON_INDEX_FALSE_CLAIM,Learner can expect right.cliente_id column to be used by join(on='cliente_id') while pandas actually uses the right Index.,opening p2 + figure,Opening says merge and join(on=...) combine on named columns and Index does not participate. DataFrame.join(on=...) matches caller column(s) to the other object's Index; join defaults to index-on-index when on is omitted.,Learner can expect right.cliente_id column to be used by join(on='cliente_id') while pandas actually uses the right Index.,"Teach merge(on=...) as column-oriented; teach DataFrame.join separately as index-oriented, including caller-column-to-other-index semantics.",,,,,False,2
